"tournament","match_week","match_week_number","total_matches","team","matches_won","matches_lost","games_wons","games_lost","matches_won_cumulative","matches_lost_cumulative","games_won_cumulative","games_lost_cumulative","weekly_rank"
"LCK 2022 Spring","Tiebreakers",100,1,"Kwangdong Freecs",1,0,1,0,1,0,1,0,1
"LCK 2022 Spring","Tiebreakers",100,1,"Liiv SANDBOX",0,0,0,0,0,0,0,0,2
"LCK 2022 Spring","Tiebreakers",100,1,"Hanwha Life Esports",0,0,0,0,0,0,0,0,2
"LCK 2022 Spring","Tiebreakers",100,1,"Gen.G",0,0,0,0,0,0,0,0,2
"LCK 2022 Spring","Tiebreakers",100,1,"DWG KIA",0,0,0,0,0,0,0,0,2
"LCK 2022 Spring","Tiebreakers",100,1,"KT Rolster",0,0,0,0,0,0,0,0,2
"LCK 2022 Spring","Tiebreakers",100,1,"T1",0,0,0,0,0,0,0,0,2
"LCK 2022 Spring","Tiebreakers",100,1,"DRX",0,0,0,0,0,0,0,0,2
"LCK 2022 Spring","Tiebreakers",100,1,"Nongshim RedForce",0,0,0,0,0,0,0,0,2
"LCK 2022 Spring","Tiebreakers",100,1,"Fredit BRION",0,1,0,1,0,1,0,1,10
"LCK 2022 Spring","Week 1",1,10,"T1",2,0,4,1,2,0,4,1,1
"LCK 2022 Summer","Week 1",1,10,"Gen.G",2,0,4,0,2,0,4,0,1
"LCK 2022 Spring","Week 1",1,10,"Gen.G",2,0,4,1,2,0,4,1,1
"LCK 2022 Summer","Week 1",1,10,"DWG KIA",2,0,4,0,2,0,4,0,1
"LCK 2023 Spring","Week 1",1,10,"Dplus KIA",2,0,4,0,2,0,4,0,1
"LCK 2024 Summer","Week 1",1,10,"Gen.G",2,0,4,0,2,0,4,0,1
"LCK 2023 Summer","Week 1",1,10,"Kwangdong Freecs",2,0,4,0,2,0,4,0,1
"LCK 2024 Spring","Week 1",1,10,"Hanwha Life Esports",2,0,4,0,2,0,4,0,1
"LCK 2021 Summer","Week 1",1,10,"Afreeca Freecs",2,0,4,1,2,0,4,1,1
"LCK 2021 Summer","Week 1",1,10,"Gen.G",2,0,4,1,2,0,4,1,1
"LCK 2021 Spring","Week 1",1,10,"Gen.G",2,0,4,0,2,0,4,0,1
"LCK 2022 Summer","Week 1",1,10,"DRX",2,0,4,0,2,0,4,0,1
"LCK 2024 Spring","Week 1",1,10,"Gen.G",2,0,4,1,2,0,4,1,2
"LCK 2023 Summer","Week 1",1,10,"Dplus KIA",2,0,4,1,2,0,4,1,2
"LCK 2024 Spring","Week 1",1,10,"KT Rolster",2,0,4,1,2,0,4,1,2
"LCK 2024 Summer","Week 1",1,10,"Kwangdong Freecs",2,0,4,1,2,0,4,1,2
"LCK 2021 Spring","Week 1",1,10,"DWG KIA",2,0,4,1,2,0,4,1,2
"LCK 2023 Spring","Week 1",1,10,"T1",2,0,4,1,2,0,4,1,2
"LCK 2023 Spring","Week 1",1,10,"BRION",2,0,4,1,2,0,4,1,2
"LCK 2024 Summer","Week 1",1,10,"Dplus KIA",2,0,4,2,2,0,4,2,3
"LCK 2023 Summer","Week 1",1,10,"Gen.G",2,0,4,2,2,0,4,2,3
"LCK 2022 Spring","Week 1",1,10,"Nongshim RedForce",1,1,3,2,1,1,3,2,3
"LCK 2021 Spring","Week 1",1,10,"Afreeca Freecs",1,1,3,2,1,1,3,2,3
"LCK 2022 Spring","Week 1",1,10,"DWG KIA",1,1,3,2,1,1,3,2,3
"LCK 2021 Summer","Week 1",1,10,"Nongshim RedForce",2,0,4,2,2,0,4,2,3
"LCK 2021 Summer","Week 1",1,10,"KT Rolster",1,1,3,2,1,1,3,2,4
"LCK 2022 Summer","Week 1",1,10,"T1",2,0,4,1,2,0,4,1,4
"LCK 2024 Spring","Week 1",1,10,"T1",1,1,3,2,1,1,3,2,4
"LCK 2024 Spring","Week 1",1,10,"Dplus KIA",1,1,3,2,1,1,3,2,4
"LCK 2024 Summer","Week 1",1,10,"Hanwha Life Esports",1,1,3,3,1,1,3,3,4
"LCK 2024 Summer","Week 1",1,10,"DRX",1,1,3,3,1,1,3,3,4
"LCK 2023 Summer","Week 1",1,10,"KT Rolster",1,1,3,3,1,1,3,3,4
"LCK 2023 Spring","Week 1",1,10,"Hanwha Life Esports",1,1,3,2,1,1,3,2,4
"LCK 2021 Summer","Week 1",1,10,"T1",1,1,3,2,1,1,3,2,4
"LCK 2021 Spring","Week 1",1,10,"Hanwha Life Esports",1,1,3,3,1,1,3,3,4
"LCK 2021 Spring","Week 1",1,10,"T1",1,1,3,3,1,1,3,3,4
"LCK 2021 Spring","Week 1",1,10,"DRX",1,1,3,3,1,1,3,3,4
"LCK 2023 Summer","Week 1",1,10,"T1",1,1,3,3,1,1,3,3,4
"LCK 2021 Summer","Week 1",1,10,"Fredit BRION",1,1,3,2,1,1,3,2,4
"LCK 2022 Spring","Week 1",1,10,"Hanwha Life Esports",1,1,3,3,1,1,3,3,5
"LCK 2022 Summer","Week 1",1,10,"Liiv SANDBOX",1,1,2,2,1,1,2,2,5
"LCK 2023 Spring","Week 1",1,10,"KT Rolster",1,1,3,3,1,1,3,3,5
"LCK 2024 Summer","Week 1",1,10,"T1",1,1,2,2,1,1,2,2,6
"LCK 2022 Spring","Week 1",1,10,"Fredit BRION",1,1,3,3,1,2,3,4,6
"LCK 2022 Summer","Week 1",1,10,"Kwangdong Freecs",1,1,2,3,1,1,2,3,6
"LCK 2024 Spring","Week 1",1,10,"Nongshim RedForce",1,1,2,2,1,1,2,2,6
"LCK 2024 Spring","Week 1",1,10,"FearX",1,1,2,2,1,1,2,2,6
"LCK 2023 Summer","Week 1",1,10,"Liiv SANDBOX",1,1,2,2,1,1,2,2,6
"LCK 2023 Spring","Week 1",1,10,"Gen.G",1,1,2,2,1,1,2,2,6
"LCK 2022 Summer","Week 1",1,10,"Hanwha Life Esports",0,2,1,4,0,2,1,4,7
"LCK 2022 Summer","Week 1",1,10,"KT Rolster",0,2,1,4,0,2,1,4,7
"LCK 2021 Spring","Week 1",1,10,"KT Rolster",1,1,2,2,1,1,2,2,7
"LCK 2023 Spring","Week 1",1,10,"Liiv SANDBOX",1,1,2,3,1,1,2,3,7
"LCK 2022 Spring","Week 1",1,10,"KT Rolster",1,1,2,2,1,1,2,2,7
"LCK 2021 Summer","Week 1",1,10,"DWG KIA",1,1,2,3,1,1,2,3,7
"LCK 2023 Summer","Week 1",1,10,"Nongshim RedForce",1,1,2,3,1,1,2,3,7
"LCK 2024 Summer","Week 1",1,10,"BNK FearX",1,1,2,3,1,1,2,3,7
"LCK 2022 Spring","Week 1",1,10,"Liiv SANDBOX",1,1,2,2,1,1,2,2,7
"LCK 2024 Spring","Week 1",1,10,"OKSavingsBank BRION",0,2,0,4,0,2,0,4,8
"LCK 2021 Spring","Week 1",1,10,"Nongshim RedForce",1,1,2,3,1,1,2,3,8
"LCK 2024 Spring","Week 1",1,10,"Kwangdong Freecs",0,2,0,4,0,2,0,4,8
"LCK 2024 Spring","Week 1",1,10,"DRX",0,2,0,4,0,2,0,4,8
"LCK 2023 Spring","Week 1",1,10,"Nongshim RedForce",0,2,1,4,0,2,1,4,8
"LCK 2024 Summer","Week 1",1,10,"OKSavingsBank BRION",0,2,2,4,0,2,2,4,8
"LCK 2023 Summer","Week 1",1,10,"Hanwha Life Esports",0,2,2,4,0,2,2,4,8
"LCK 2021 Summer","Week 1",1,10,"Liiv SANDBOX",0,2,1,4,0,2,1,4,8
"LCK 2021 Summer","Week 1",1,10,"DRX",0,2,1,4,0,2,1,4,8
"LCK 2023 Spring","Week 1",1,10,"Kwangdong Freecs",0,2,1,4,0,2,1,4,8
"LCK 2023 Summer","Week 1",1,10,"DRX",0,2,1,4,0,2,1,4,9
"LCK 2024 Summer","Week 1",1,10,"KT Rolster",0,2,1,4,0,2,1,4,9
"LCK 2024 Summer","Week 1",1,10,"Nongshim RedForce",0,2,1,4,0,2,1,4,9
"LCK 2022 Spring","Week 1",1,10,"Kwangdong Freecs",0,2,0,4,1,2,1,4,9
"LCK 2023 Summer","Week 1",1,10,"OKSavingsBank BRION",0,2,1,4,0,2,1,4,9
"LCK 2021 Spring","Week 1",1,10,"Liiv SANDBOX",0,2,1,4,0,2,1,4,9
"LCK 2022 Summer","Week 1",1,10,"Fredit BRION",0,2,0,4,0,2,0,4,9
"LCK 2022 Summer","Week 1",1,10,"Nongshim RedForce",0,2,0,4,0,2,0,4,9
"LCK 2021 Summer","Week 1",1,10,"Hanwha Life Esports",0,2,0,4,0,2,0,4,10
"LCK 2021 Spring","Week 1",1,10,"Fredit BRION",0,2,0,4,0,2,0,4,10
"LCK 2022 Spring","Week 1",1,10,"DRX",0,2,0,4,0,2,0,4,10
"LCK 2023 Spring","Week 1",1,10,"DRX",0,2,0,4,0,2,0,4,10
"LCK 2021 Summer","Week 10",10,8,"Gen.G",2,0,4,1,4,0,8,2,1
"LCK 2021 Summer","Week 10",10,8,"Afreeca Freecs",2,0,4,1,4,0,8,2,1
"LCK 2021 Spring","Week 10",10,8,"Gen.G",1,0,2,0,3,0,6,0,1
"LCK 2021 Spring","Week 10",10,8,"DWG KIA",1,0,2,1,3,0,6,2,2
"LCK 2021 Spring","Week 10",10,8,"Afreeca Freecs",1,0,2,0,2,1,5,2,3
"LCK 2021 Summer","Week 10",10,8,"Nongshim RedForce",1,1,2,2,3,1,6,4,3
"LCK 2021 Summer","Week 10",10,8,"KT Rolster",1,1,3,3,2,2,6,5,4
"LCK 2021 Spring","Week 10",10,8,"T1",1,0,2,0,2,1,5,3,4
"LCK 2021 Summer","Week 10",10,8,"DWG KIA",1,0,2,0,2,1,4,3,5
"LCK 2021 Spring","Week 10",10,8,"Hanwha Life Esports",1,1,2,2,2,2,5,5,5
"LCK 2021 Spring","Week 10",10,8,"KT Rolster",1,1,3,3,2,2,5,5,5
"LCK 2021 Spring","Week 10",10,8,"Nongshim RedForce",1,1,3,2,2,2,5,5,5
"LCK 2021 Summer","Week 10",10,8,"Fredit BRION",0,1,1,2,1,2,4,4,6
"LCK 2021 Summer","Week 10",10,8,"T1",0,1,0,2,1,2,3,4,7
"LCK 2021 Spring","Week 10",10,8,"DRX",0,2,1,4,1,3,4,7,8
"LCK 2021 Summer","Week 10",10,8,"Hanwha Life Esports",1,1,2,2,1,3,2,6,8
"LCK 2021 Summer","Week 10",10,8,"Liiv SANDBOX",0,2,1,4,0,4,2,8,9
"LCK 2021 Spring","Week 10",10,8,"Liiv SANDBOX",1,1,2,3,1,3,3,7,9
"LCK 2021 Summer","Week 10",10,8,"DRX",0,1,0,2,0,3,1,6,10
"LCK 2021 Spring","Week 10",10,8,"Fredit BRION",0,2,0,4,0,4,0,8,10
"LCK 2023 Spring","Week 2",2,10,"T1",2,0,4,1,4,0,8,2,1
"LCK 2021 Summer","Week 2",2,10,"Gen.G",2,0,4,2,6,0,12,4,1
"LCK 2023 Summer","Week 2",2,10,"Gen.G",2,0,4,0,4,0,8,2,1
"LCK 2022 Summer","Week 2",2,10,"Gen.G",2,0,4,1,4,0,8,1,1
"LCK 2022 Summer","Week 2",2,10,"T1",2,0,4,0,4,0,8,1,1
"LCK 2022 Summer","Week 2",2,10,"DRX",2,0,4,1,4,0,8,1,1
"LCK 2024 Summer","Week 2",2,10,"Gen.G",2,0,4,0,4,0,8,0,1
"LCK 2024 Spring","Week 2",2,10,"Gen.G",2,0,4,1,4,0,8,2,1
"LCK 2022 Spring","Week 2",2,10,"T1",2,0,4,0,4,0,8,1,1
"LCK 2021 Spring","Week 2",2,10,"Gen.G",1,1,3,3,4,1,9,3,1
"LCK 2024 Spring","Week 2",2,10,"T1",2,0,4,1,3,1,7,3,2
"LCK 2023 Summer","Week 2",2,10,"T1",2,0,4,0,3,1,7,3,2
"LCK 2023 Summer","Week 2",2,10,"Dplus KIA",1,1,3,2,3,1,7,3,2
"LCK 2023 Spring","Week 2",2,10,"Dplus KIA",1,1,3,2,3,1,7,2,2
"LCK 2024 Summer","Week 2",2,10,"Hanwha Life Esports",2,0,4,0,3,1,7,3,2
"LCK 2021 Summer","Week 2",2,10,"Afreeca Freecs",1,1,2,3,5,1,10,5,2
"LCK 2024 Summer","Week 2",2,10,"Kwangdong Freecs",1,1,3,2,3,1,7,3,2
"LCK 2022 Spring","Week 2",2,10,"Gen.G",2,0,4,1,4,0,8,2,2
"LCK 2023 Summer","Week 2",2,10,"KT Rolster",2,0,4,0,3,1,7,3,2
"LCK 2021 Spring","Week 2",2,10,"Hanwha Life Esports",2,0,4,2,4,2,9,7,2
"LCK 2021 Spring","Week 2",2,10,"DWG KIA",1,1,2,2,4,1,8,4,3
"LCK 2024 Spring","Week 2",2,10,"Hanwha Life Esports",1,1,2,2,3,1,6,2,3
"LCK 2021 Summer","Week 2",2,10,"Nongshim RedForce",1,1,3,3,4,2,9,7,3
"LCK 2023 Spring","Week 2",2,10,"Gen.G",2,0,4,1,3,1,6,3,3
"LCK 2022 Spring","Week 2",2,10,"Nongshim RedForce",2,0,4,2,3,1,7,4,3
"LCK 2021 Summer","Week 2",2,10,"DWG KIA",2,0,4,0,4,1,8,3,4
"LCK 2021 Spring","Week 2",2,10,"Nongshim RedForce",1,1,3,2,3,3,8,7,4
"LCK 2024 Summer","Week 2",2,10,"T1",2,0,4,1,3,1,6,3,4
"LCK 2024 Spring","Week 2",2,10,"Dplus KIA",1,1,3,2,2,2,6,4,4
"LCK 2022 Spring","Week 2",2,10,"DWG KIA",1,1,3,2,2,2,6,4,4
"LCK 2022 Summer","Week 2",2,10,"DWG KIA",0,2,1,4,2,2,5,4,4
"LCK 2023 Spring","Week 2",2,10,"Liiv SANDBOX",2,0,4,2,3,1,6,5,4
"LCK 2023 Spring","Week 2",2,10,"KT Rolster",1,1,3,2,2,2,6,5,4
"LCK 2023 Summer","Week 2",2,10,"Hanwha Life Esports",2,0,4,0,2,2,6,4,5
"LCK 2021 Spring","Week 2",2,10,"KT Rolster",1,1,3,3,3,3,8,8,5
"LCK 2022 Summer","Week 2",2,10,"Liiv SANDBOX",1,1,2,2,2,2,4,4,5
"LCK 2022 Spring","Week 2",2,10,"KT Rolster",1,1,3,2,2,2,5,4,5
"LCK 2021 Summer","Week 2",2,10,"KT Rolster",0,2,2,4,2,4,8,9,5
"LCK 2024 Summer","Week 2",2,10,"Dplus KIA",1,1,2,2,3,1,6,4,5
"LCK 2024 Spring","Week 2",2,10,"KT Rolster",0,2,2,4,2,2,6,5,5
"LCK 2021 Spring","Week 2",2,10,"DRX",2,0,4,2,3,3,8,9,6
"LCK 2021 Summer","Week 2",2,10,"Liiv SANDBOX",2,0,4,0,2,4,6,8,6
"LCK 2023 Spring","Week 2",2,10,"BRION",0,2,1,4,2,2,5,5,6
"LCK 2022 Summer","Week 2",2,10,"Nongshim RedForce",2,0,4,1,2,2,4,5,6
"LCK 2023 Summer","Week 2",2,10,"Kwangdong Freecs",0,2,0,4,2,2,4,4,6
"LCK 2022 Spring","Week 2",2,10,"Hanwha Life Esports",0,2,1,4,1,3,4,7,6
"LCK 2024 Spring","Week 2",2,10,"Kwangdong Freecs",2,0,4,1,2,2,4,5,6
"LCK 2024 Spring","Week 2",2,10,"FearX",1,1,2,3,2,2,4,5,6
"LCK 2024 Summer","Week 2",2,10,"DRX",1,1,3,2,2,2,6,5,6
"LCK 2024 Summer","Week 2",2,10,"Nongshim RedForce",1,1,2,3,1,3,3,7,7
"LCK 2023 Spring","Week 2",2,10,"Hanwha Life Esports",0,2,1,4,1,3,4,6,7
"LCK 2022 Summer","Week 2",2,10,"KT Rolster",1,1,2,2,1,3,3,6,7
"LCK 2021 Spring","Week 2",2,10,"T1",0,2,2,4,2,3,7,7,7
"LCK 2023 Summer","Week 2",2,10,"OKSavingsBank BRION",1,1,2,3,1,3,3,7,7
"LCK 2021 Summer","Week 2",2,10,"T1",1,1,2,2,2,3,5,6,7
"LCK 2022 Spring","Week 2",2,10,"Kwangdong Freecs",1,1,2,2,2,3,3,6,7
"LCK 2021 Spring","Week 2",2,10,"Liiv SANDBOX",1,1,3,2,2,4,6,9,8
"LCK 2023 Summer","Week 2",2,10,"Liiv SANDBOX",0,2,0,4,1,3,2,6,8
"LCK 2021 Summer","Week 2",2,10,"Fredit BRION",0,2,1,4,1,4,5,8,8
"LCK 2023 Spring","Week 2",2,10,"DRX",1,1,3,2,1,3,3,6,8
"LCK 2022 Spring","Week 2",2,10,"Fredit BRION",0,2,0,4,1,4,3,8,8
"LCK 2024 Summer","Week 2",2,10,"BNK FearX",0,2,0,4,1,3,2,7,8
"LCK 2022 Summer","Week 2",2,10,"Hanwha Life Esports",0,2,2,4,0,4,3,8,8
"LCK 2024 Spring","Week 2",2,10,"DRX",1,1,3,3,1,3,3,7,8
"LCK 2022 Summer","Week 2",2,10,"Kwangdong Freecs",0,2,0,4,1,3,2,7,9
"LCK 2023 Summer","Week 2",2,10,"Nongshim RedForce",0,2,0,4,1,3,2,7,9
"LCK 2024 Summer","Week 2",2,10,"OKSavingsBank BRION",0,2,0,4,0,4,2,8,9
"LCK 2024 Spring","Week 2",2,10,"Nongshim RedForce",0,2,0,4,1,3,2,6,9
"LCK 2021 Spring","Week 2",2,10,"Afreeca Freecs",0,2,0,4,2,3,5,6,9
"LCK 2022 Spring","Week 2",2,10,"DRX",1,1,2,2,1,3,2,6,9
"LCK 2023 Spring","Week 2",2,10,"Nongshim RedForce",1,1,2,3,1,3,3,7,9
"LCK 2021 Summer","Week 2",2,10,"Hanwha Life Esports",1,1,2,3,2,4,4,9,9
"LCK 2022 Spring","Week 2",2,10,"Liiv SANDBOX",0,2,0,4,1,3,2,6,9
"LCK 2022 Summer","Week 2",2,10,"Fredit BRION",0,2,0,4,0,4,0,8,10
"LCK 2021 Spring","Week 2",2,10,"Fredit BRION",1,1,2,2,1,5,2,10,10
"LCK 2021 Summer","Week 2",2,10,"DRX",0,2,1,4,0,5,2,10,10
"LCK 2023 Spring","Week 2",2,10,"Kwangdong Freecs",0,2,0,4,0,4,1,8,10
"LCK 2024 Summer","Week 2",2,10,"KT Rolster",0,2,0,4,0,4,1,8,10
"LCK 2023 Summer","Week 2",2,10,"DRX",0,2,0,4,0,4,1,8,10
"LCK 2024 Spring","Week 2",2,10,"OKSavingsBank BRION",0,2,1,4,0,4,1,8,10
"LCK 2024 Spring","Week 3",3,10,"Gen.G",2,0,4,0,6,0,12,2,1
"LCK 2022 Spring","Week 3",3,10,"T1",2,0,4,2,6,0,12,3,1
"LCK 2021 Summer","Week 3",3,10,"Gen.G",2,0,4,1,8,0,16,5,1
"LCK 2023 Spring","Week 3",3,10,"T1",1,1,3,3,5,1,11,5,1
"LCK 2023 Summer","Week 3",3,10,"Gen.G",2,0,4,1,6,0,12,3,1
"LCK 2024 Summer","Week 3",3,10,"Gen.G",2,0,4,0,6,0,12,0,1
"LCK 2022 Summer","Week 3",3,10,"Gen.G",2,0,4,0,6,0,12,1,1
"LCK 2021 Spring","Week 3",3,10,"DWG KIA",2,0,4,1,6,1,12,5,1
"LCK 2021 Spring","Week 3",3,10,"Gen.G",1,1,3,2,5,2,12,5,1
"LCK 2024 Spring","Week 3",3,10,"T1",2,0,4,0,5,1,11,3,2
"LCK 2022 Spring","Week 3",3,10,"Gen.G",1,1,2,2,5,1,10,4,2
"LCK 2024 Summer","Week 3",3,10,"Dplus KIA",2,0,4,1,5,1,10,5,2
"LCK 2023 Summer","Week 3",3,10,"KT Rolster",2,0,4,0,5,1,11,3,2
"LCK 2021 Summer","Week 3",3,10,"Afreeca Freecs",1,1,2,2,6,2,12,7,2
"LCK 2022 Summer","Week 3",3,10,"T1",1,1,3,2,5,1,11,3,2
"LCK 2024 Summer","Week 3",3,10,"Kwangdong Freecs",1,1,3,2,4,2,10,5,2
"LCK 2023 Spring","Week 3",3,10,"Gen.G",2,0,4,1,5,1,10,4,2
"LCK 2022 Summer","Week 3",3,10,"DWG KIA",2,0,4,0,4,2,9,4,3
"LCK 2021 Summer","Week 3",3,10,"DWG KIA",1,1,3,3,5,2,11,6,3
"LCK 2024 Spring","Week 3",3,10,"Hanwha Life Esports",2,0,4,1,5,1,10,3,3
"LCK 2021 Spring","Week 3",3,10,"Hanwha Life Esports",1,1,2,2,5,3,11,9,3
"LCK 2023 Spring","Week 3",3,10,"Dplus KIA",1,1,2,3,4,2,9,5,3
"LCK 2022 Spring","Week 3",3,10,"DWG KIA",1,1,3,2,3,3,9,6,3
"LCK 2023 Summer","Week 3",3,10,"Hanwha Life Esports",2,0,4,1,4,2,10,5,3
"LCK 2024 Spring","Week 3",3,10,"KT Rolster",2,0,4,1,4,2,10,6,4
"LCK 2024 Summer","Week 3",3,10,"Hanwha Life Esports",1,1,2,2,4,2,9,5,4
"LCK 2024 Summer","Week 3",3,10,"T1",1,1,3,2,4,2,9,5,4
"LCK 2023 Summer","Week 3",3,10,"T1",1,1,2,2,4,2,9,5,4
"LCK 2022 Summer","Week 3",3,10,"DRX",0,2,1,4,4,2,9,5,4
"LCK 2022 Spring","Week 3",3,10,"KT Rolster",1,1,3,2,3,3,8,6,4
"LCK 2021 Summer","Week 3",3,10,"Nongshim RedForce",1,1,2,2,5,3,11,9,4
"LCK 2023 Spring","Week 3",3,10,"Liiv SANDBOX",1,1,3,2,4,2,9,7,4
"LCK 2021 Spring","Week 3",3,10,"Nongshim RedForce",1,1,2,2,4,4,10,9,4
"LCK 2023 Spring","Week 3",3,10,"KT Rolster",1,1,2,2,3,3,8,7,5
"LCK 2023 Summer","Week 3",3,10,"Dplus KIA",0,2,1,4,3,3,8,7,5
"LCK 2022 Spring","Week 3",3,10,"Nongshim RedForce",0,2,1,4,3,3,8,8,5
"LCK 2024 Spring","Week 3",3,10,"Kwangdong Freecs",1,1,2,2,3,3,6,7,5
"LCK 2021 Summer","Week 3",3,10,"KT Rolster",1,1,3,2,3,5,11,11,5
"LCK 2021 Spring","Week 3",3,10,"KT Rolster",1,1,2,2,4,4,10,10,5
"LCK 2022 Summer","Week 3",3,10,"Liiv SANDBOX",2,0,4,1,4,2,8,5,5
"LCK 2024 Spring","Week 3",3,10,"Dplus KIA",0,2,0,4,2,4,6,8,6
"LCK 2021 Spring","Week 3",3,10,"DRX",1,1,2,3,4,4,10,12,6
"LCK 2024 Summer","Week 3",3,10,"DRX",0,2,0,4,2,4,6,9,6
"LCK 2021 Summer","Week 3",3,10,"Fredit BRION",2,0,4,1,3,4,9,9,6
"LCK 2023 Spring","Week 3",3,10,"Hanwha Life Esports",2,0,4,2,3,3,8,8,6
"LCK 2022 Summer","Week 3",3,10,"KT Rolster",1,1,2,2,2,4,5,8,6
"LCK 2023 Summer","Week 3",3,10,"Kwangdong Freecs",1,1,2,2,3,3,6,6,6
"LCK 2024 Spring","Week 3",3,10,"FearX",1,1,2,3,3,3,6,8,6
"LCK 2022 Spring","Week 3",3,10,"DRX",2,0,4,0,3,3,6,6,6
"LCK 2023 Spring","Week 3",3,10,"BRION",1,1,2,3,3,3,7,8,7
"LCK 2021 Spring","Week 3",3,10,"Afreeca Freecs",2,0,4,0,4,3,9,6,7
"LCK 2022 Spring","Week 3",3,10,"Hanwha Life Esports",1,1,2,2,2,4,6,9,7
"LCK 2023 Summer","Week 3",3,10,"Liiv SANDBOX",1,1,3,3,2,4,5,9,7
"LCK 2021 Summer","Week 3",3,10,"Liiv SANDBOX",1,1,3,3,3,5,9,11,7
"LCK 2022 Summer","Week 3",3,10,"Hanwha Life Esports",1,1,2,3,1,5,5,11,7
"LCK 2024 Summer","Week 3",3,10,"KT Rolster",2,0,4,2,2,4,5,10,7
"LCK 2021 Summer","Week 3",3,10,"T1",1,1,2,2,3,4,7,8,8
"LCK 2024 Spring","Week 3",3,10,"Nongshim RedForce",0,2,2,4,1,5,4,10,8
"LCK 2022 Summer","Week 3",3,10,"Nongshim RedForce",0,2,0,4,2,4,4,9,8
"LCK 2022 Spring","Week 3",3,10,"Fredit BRION",1,1,2,2,2,5,5,10,8
"LCK 2023 Summer","Week 3",3,10,"OKSavingsBank BRION",0,2,1,4,1,5,4,11,8
