month,month_name,album_rank,rank_change,rank_difference,title,artist,new_sales,cumulative_sales,production
1,January,1,new,,THE FIRST STEP : TREASURE EFFECT,TREASURE ,266894,266894,YG PLUS
1,January,2,down,-1,NCT RESONANCE Pt. 2 - The 2nd Album,NCT,244629,244629,Dreamus
1,January,3,new,,I burn,(G)I-DLE,159268,159268,Kakao Entertainment
1,January,4,new,,NOIR - The 2nd Mini Album,U-KNOW,138236,138236,Dreamus
1,January,5,new,,HIDEOUT: BE OUR VOICE - SEASON 3.,CRAVITY,112301,112301,Kakao Entertainment
1,January,6,new,,DEVIL,ONEUS,98014,98014,Kakao Entertainment
1,January,7,new,,Dystopia : Road to Utopia,Dreamcatcher,91469,91469,Genie Music
1,January,8,new,,VOICE : The future is now,VICTON ,89960,89960,Kakao Entertainment
1,January,9,new,,5th Mini Album [YES.],Golden Child,74863,74863,Kakao Entertainment
1,January,10,up,16,THE ALBUM,BLACKPINK,67387,67387,YG PLUS
1,January,11,new,,SALUTE : A NEW HOPE,AB6IX ,57982,57982,Warner Music
1,January,12,down,-6,NCT RESONANCE Pt. 2 - The 2nd Album (Kit),NCT,54674,54674,Dreamus
1,January,13,new,,Super One,SuperM,53618,53618,Dreamus
1,January,14,new,,LUCKY MAN,BOBBY,49221,49221,YG PLUS
1,January,15,new,,THE FIRST STEP : TREASURE EFFECT (Kit),TREASURE ,27361,27361,YG PLUS
1,January,16,new,,MCND AGE,MCND,25560,25560,Kakao Entertainment
1,January,17,down,-5,BE,BTS,25452,25452,Dreamus
1,January,18,down,-2,MAP OF THE SOUL : 7,BTS,24801,24801,Dreamus
1,January,19,down,-1,MAP OF THE SOUL : PERSONA,BTS,24693,24693,Dreamus
1,January,20,down,-11,BORDER : DAY ONE,ENHYPEN,24576,24576,"Genie Music, Stone Music Entertainment"
1,January,21,up,2,LOVE YOURSELF 轉 `Tear`,BTS,21542,21542,Dreamus
1,January,22,up,2,LOVE YOURSELF 承 `Her`,BTS,18736,18736,Dreamus
1,January,23,down,-20,The Classic Album I - My Favorite Arias,KIM HO JOONG (김호중),17950,17950,Warner Music
1,January,24,down,-20,The Classic Album II - My Favorite Songs,KIM HO JOONG (김호중),17802,17802,Warner Music
1,January,25,new,,3RD ALBUM `An Ode`,SEVENTEEN,17420,17420,"Genie Music, Stone Music Entertainment"
1,January,26,down,-21,KAI - The 1st Mini Album,KAI,15317,15317,Dreamus
1,January,27,up,55,Special Album '; [Semicolon]',SEVENTEEN,14229,14229,Dreamus
1,January,28,-,0,화양연화 Young Forever,BTS,14214,14214,Dreamus
1,January,29,new,,24 PART 2,JEONG SEWOON (정세운),14192,14192,Kakao Entertainment
1,January,30,up,5,WINGS,BTS,13720,13720,Dreamus
1,January,31,up,1,YOU NEVER WALK ALONE,BTS,13408,13408,Dreamus
1,January,32,new,,BEFORE SUNRISE Part. 1,T1419,13382,13382,Sony Music
1,January,33,new,,Epik High Is Here 上,Epik High,13135,13135,Kakao Entertainment
1,January,34,new,,tellusboutyourself,Yerin Baek (백예린),12518,12518,Dreamus
1,January,35,up,2,IN生,Stray Kids ,11951,11951,Dreamus
1,January,36,down,-17,LOVE YOURSELF 結 `Answer`,BTS,10614,10614,"Dreamus, The Orchard"
1,January,37,down,-1,화양연화 pt.2,BTS,9944,9944,Dreamus
1,January,38,down,-24,GO生,Stray Kids ,9932,9932,Dreamus
1,January,39,up,82,SuperM - The 1st Mini Album,SuperM,9723,9723,Dreamus
1,January,40,down,-23,minisode1 : Blue Hour,TXT,9656,9656,Dreamus
1,January,41,up,2,2 Cool 4 Skool,BTS,9013,9013,Dreamus
1,January,42,up,3,화양연화 pt.1,BTS,8099,8099,Dreamus
1,January,43,up,9,꿈의 장: MAGIC,TXT,7767,7767,Dreamus
1,January,44,new,,Cherry Rush,Cherry Bullet,7748,7748,Kakao Entertainment
1,January,45,down,-38,What Do I Call You - The 4th Mini Album,TAEYEON,7647,7647,Dreamus
1,January,46,down,-2,Dark & Wild,BTS,7425,7425,Dreamus
1,January,47,up,2,Eyes wide open,TWICE,7399,7399,Dreamus
1,January,48,up,24,Cle : LEVANTER,Stray Kids ,7366,7366,Dreamus
1,January,49,up,13,I am YOU,Stray Kids ,7110,7110,Dreamus
1,January,50,up,13,I am WHO,Stray Kids ,6925,6925,Dreamus
1,January,51,down,-41,Breath of Love : Last Piece,GOT7,6780,6780,Dreamus
1,January,52,up,14,Cle 1 : MIROH,Stray Kids ,6775,6775,Dreamus
1,January,53,down,-6,KILL THIS LOVE,BLACKPINK,6746,6746,YG PLUS
1,January,54,up,13,I am NOT,Stray Kids ,6710,6710,Dreamus
1,January,55,down,-21,Never Gonna Dance Again : Act 2 - The 3rd Album,TAEMIN,6599,6599,Dreamus
1,January,56,up,8,꿈의 장: STAR,TXT,6436,6436,Dreamus
1,January,57,down,-11,"O! RUL8 ,2?",BTS,6431,6431,Dreamus
1,January,58,up,3,꿈의 장: ETERNITY,TXT,6362,6362,Dreamus
1,January,59,up,70,REVEAL,THE BOYZ,6041,6041,Kakao Entertainment
1,January,60,up,25,NCT #127 WE ARE SUPERHUMAN - The 4th Mini Album,NCT 127,5924,5924,Dreamus
1,January,61,down,-59,One-reeler / Act IV,IZ*ONE ,5895,5895,"Genie Music, Stone Music Entertainment"
1,January,62,down,-7,SQUARE UP,BLACKPINK,5816,5816,YG PLUS
1,January,63,down,-23,MEMORY : illusion,ONEWE,5759,5759,Kakao Entertainment
1,January,64,down,-25,Skool Luv Affair,BTS,5545,5545,Dreamus
1,January,65,up,23,7th Mini Album `헹가래`,SEVENTEEN,5072,5072,"Genie Music, Stone Music Entertainment"
1,January,66,new,,I`m Not Cool,HyunA,5000,5000,Kakao Entertainment
1,January,67,new,,LUCKY MAN (Kit),BOBBY,5000,5000,YG PLUS
1,January,68,down,-26,Origine,B1A4,4995,4995,Sony Music
1,January,69,down,-15,NCT RESONANCE Pt. 1 - The 2nd Album (Kit),NCT,4971,4971,Dreamus
1,January,70,up,64,4th MINI ALBUM [DreamLike],THE BOYZ,4896,4896,Kakao Entertainment
1,January,71,up,5,Cle 2 : Yellow Wood,Stray Kids ,4887,4887,Dreamus
1,January,72,new,,`The ReVe Festival` Finale,Red Velvet,4700,4700,Dreamus
1,January,73,up,16,NCT #127 Regular-Irregular - The 1st Album,NCT 127,4636,4636,Dreamus
1,January,74,new,,And Then There Was Us,Hoppipolla,4559,4559,Dreamus
1,January,75,up,3,Mixtape,Stray Kids ,4292,4292,Dreamus
1,January,76,HOT,,7 for 7,GOT7,3787,3787,Dreamus
1,January,77,up,73,Call My Name,GOT7,3704,3704,Dreamus
1,January,78,down,-1,SPECIAL ALBUM `DIRECTOR`S CUT`,SEVENTEEN,3669,3669,Kakao Entertainment
1,January,79,down,-68,3rd Mini Album `INSIDE ME`,KIM SUNG KYU (김성규),3465,3465,Kakao Entertainment
1,January,80,new,,월령 月齡,Lucia,3431,3431,Kakao Entertainment
1,January,81,HOT,,The Wanderer (방랑자) (Deluxe),Seong-Jin Cho (조성진),3356,3356,Universal Music
1,January,82,new,,[#],LOONA,3314,3314,DANAL Entertainment
1,January,83,up,3,SOLO,JENNIE,3263,3263,YG PLUS
1,January,84,up,6,TREASURE EPILOGUE : Action To Answer,ATEEZ ,3246,3246,"Genie Music, Stone Music Entertainment"
1,January,85,new,,THE BOYZ DEBUT ALBUM [THE FIRST],THE BOYZ,3217,3217,Kakao Entertainment
1,January,86,down,-35,Reload,NCT DREAM,3166,3166,Dreamus
1,January,87,up,77,`Present : YOU` &ME Edition,GOT7,3165,3165,Dreamus
1,January,88,up,40,1st Single Album [THE SPHERE],THE BOYZ,3148,3148,Kakao Entertainment
1,January,89,new,,THE BOYZ MINI ALBUM [THE START],THE BOYZ,3104,3104,Kakao Entertainment
1,January,90,down,-65,JOURNEY,Henry,3091,3091,Kakao Entertainment
1,January,91,down,-10,Love poem,IU,2747,2747,Kakao Entertainment
1,January,92,up,20,TWICEcoaster : LANE 1,TWICE,2586,2586,Dreamus
1,January,93,up,22,MORE & MORE,TWICE,2571,2571,Dreamus
1,January,94,down,-25,PAGE TWO,TWICE,2554,2554,Dreamus
1,January,95,up,19,THE STORY BEGINS,TWICE,2354,2354,Dreamus
1,January,96,up,23,5th MINI ALBUM [CHASE],THE BOYZ,2342,2342,Kakao Entertainment
1,January,97,up,25,SIGNAL,TWICE,2308,2308,Dreamus
1,January,98,up,28,Present : YOU,GOT7,2289,2289,Dreamus
1,January,99,down,-5,3rd MINI ALBUM [THE ONLY],THE BOYZ,2284,2284,Kakao Entertainment
1,January,100,down,-27,回:Walpurgis Night,GFRIEND,2238,2238,Kakao Entertainment
2,February,1,up,16,BE,BTS,763083,788535,Dreamus
2,February,2,new,,Don`t Call Me - The 7th Album,SHINee,195665,195665,Dreamus
2,February,3,new,,NCT 2018 EMPATHY,NCT,119998,119997,Dreamus
2,February,4,new,,2ND DESIRE [TASTY],KIM WOO SEOK (김우석),83763,83763,Kakao Entertainment
2,February,5,new,,1ST MINI ALBUM PART. 2 [Love Synonym #2 : Right for Us],WONHO,79479,79479,Kakao Entertainment
2,February,6,down,-4,NCT RESONANCE Pt. 2 - The 2nd Album,NCT,66118,310747,Dreamus
2,February,7,new,,We Boom - The 3rd Mini Album,NCT DREAM,60000,60000,Dreamus
2,February,8,new,,ONF: MY NAME,ONF,58359,58359,"Genie Music, Stone Music Entertainment"
2,February,9,new,,IDENTITY : Challenge,WEi,53913,53913,Kakao Entertainment
2,February,10,down,-6,NOIR - The 2nd Mini Album,U-KNOW,52116,190352,Dreamus
2,February,11,new,,"4th EP Album `HELLO` Chapter Ø. Hello, Strange Dream",CIX ,50182,50182,Interpark
2,February,12,new,,The First - The 1st Single Album,NCT DREAM,50000,50000,Dreamus
2,February,13,up,23,LOVE YOURSELF 結 `Answer`,BTS,44275,54889,"Dreamus, The Orchard"
2,February,14,down,-11,I burn,(G)I-DLE,43305,202573,Kakao Entertainment
2,February,15,new,,We Go Up - The 2nd Mini Album,NCT DREAM,40000,39999,Dreamus
2,February,16,new,,ON THE TRACK,J.DON,37914,37914,Kakao Entertainment
2,February,17,new,,We Young - The 1st Mini Album,NCT DREAM,35000,35000,Dreamus
2,February,18,new,,Querencia,CHUNGHA,29082,29082,"Genie Music, Stone Music Entertainment"
2,February,19,down,-12,Dystopia : Road to Utopia,Dreamcatcher,28781,120250,Genie Music
2,February,20,new,,Dynamite (LP),BTS,28000,28000,Dreamus
2,February,21,new,,Take Over The Moon - Sequel,WayV,24999,24996,Dreamus
2,February,22,up,50,`The ReVe Festival` Finale,Red Velvet,24968,29668,Dreamus
2,February,23,new,,NCT #127 CHERRY BOMB - The 3rd Mini Album,NCT 127,24602,24602,Dreamus
2,February,24,down,-2,LOVE YOURSELF 承 `Her`,BTS,22703,41439,Dreamus
2,February,25,down,-7,MAP OF THE SOUL : 7,BTS,21145,45946,Dreamus
2,February,26,down,-7,MAP OF THE SOUL : PERSONA,BTS,20064,44757,Dreamus
2,February,27,new,,여신강림 OST,Various Artists,20000,20000,"Genie Music, Stone Music Entertainment"
2,February,28,down,-7,LOVE YOURSELF 轉 `Tear`,BTS,19326,40868,Dreamus
2,February,29,new,,기억과 기억 사이,L,18844,18844,Universal Music
2,February,30,down,-25,HIDEOUT: BE OUR VOICE - SEASON 3.,CRAVITY,17970,130271,Kakao Entertainment
2,February,31,down,-23,VOICE : The future is now,VICTON ,17814,107774,Kakao Entertainment
2,February,32,new,,What Do I Call You - The 4th Mini Album (LP),TAEYEON,17730,17730,Dreamus
2,February,33,down,-5,화양연화 Young Forever,BTS,15591,29805,Dreamus
2,February,34,down,-9,3RD ALBUM `An Ode`,SEVENTEEN,15177,32597,"Genie Music, Stone Music Entertainment"
2,February,35,new,,NCT #127 Limitless - The 2nd Mini Album,NCT 127,14990,14984,Dreamus
2,February,36,down,-25,SALUTE : A NEW HOPE,AB6IX ,13745,71727,Warner Music
2,February,37,down,-6,YOU NEVER WALK ALONE,BTS,13335,26743,Dreamus
2,February,38,down,-8,WINGS,BTS,13029,26749,Dreamus
2,February,39,down,-2,화양연화 pt.2,BTS,12324,22268,Dreamus
2,February,40,down,-30,THE ALBUM,BLACKPINK,11866,79253,YG PLUS
2,February,41,up,12,KILL THIS LOVE,BLACKPINK,11767,18513,YG PLUS
2,February,42,down,-33,5th Mini Album [YES.],Golden Child,11713,86576,Kakao Entertainment
2,February,43,new,,Feel Special,TWICE,10486,10437,Dreamus
2,February,44,up,42,Reload,NCT DREAM,10366,13532,Dreamus
2,February,45,down,-5,minisode1 : Blue Hour,TXT,10322,19978,Dreamus
2,February,46,HOT,,NCT #127 Neo Zone - The 2nd Album,NCT 127,10026,10120,"Dreamus, Caroline"
2,February,47,new,,NCT #127 Neo Zone The Final Round - The 2nd Album Repackage,NCT 127,9987,9964,Dreamus
2,February,48,new,,NCT RESONANCE Pt. 1 - The 2nd Album,NCT,9826,9716,Dreamus
2,February,49,up,17,I`m Not Cool,HyunA,9669,14669,Kakao Entertainment
2,February,50,down,-7,꿈의 장: MAGIC,TXT,9618,17385,Dreamus
2,February,51,new,,Summer Nights,TWICE,9569,9543,Dreamus
2,February,52,new,,What is Love?,TWICE,9228,9215,Dreamus
2,February,53,up,11,Skool Luv Affair,BTS,9200,14745,Dreamus
2,February,54,up,16,4th MINI ALBUM [DreamLike],THE BOYZ,8991,13887,Kakao Entertainment
2,February,55,up,4,REVEAL,THE BOYZ,8975,15016,Kakao Entertainment
2,February,56,down,-18,GO生,Stray Kids ,8482,18414,Dreamus
2,February,57,up,4,One-reeler / Act IV,IZ*ONE ,8416,14311,"Genie Music, Stone Music Entertainment"
2,February,58,down,-7,Breath of Love : Last Piece,GOT7,8287,15067,Dreamus
2,February,59,down,-24,IN生,Stray Kids ,8280,20231,Dreamus
2,February,60,down,-18,화양연화 pt.1,BTS,7862,15961,Dreamus
2,February,61,down,-15,Dark & Wild,BTS,7213,14638,Dreamus
2,February,62,down,-5,"O! RUL8 ,2?",BTS,7049,13480,Dreamus
2,February,63,new,,YES or YES,TWICE,6663,6624,Dreamus
2,February,64,down,-6,꿈의 장: ETERNITY,TXT,6200,12562,Dreamus
2,February,65,down,-9,꿈의 장: STAR,TXT,6180,12616,Dreamus
2,February,66,down,-1,7th Mini Album `헹가래`,SEVENTEEN,6107,11179,"Genie Music, Stone Music Entertainment"
2,February,67,up,64,7th Mini Album [GATEWAY],ASTRO,5997,7490,Kakao Entertainment
2,February,68,new,,FANCY YOU,TWICE,5933,5910,Dreamus
2,February,69,new,,twicetagram,TWICE,5900,5881,Dreamus
2,February,70,down,-21,I am YOU,Stray Kids ,5855,12965,Dreamus
2,February,71,down,-30,2 Cool 4 Skool,BTS,5807,14820,Dreamus
2,February,72,up,11,SOLO,JENNIE,5776,9039,YG PLUS
2,February,73,down,-21,Cle 1 : MIROH,Stray Kids ,5703,12478,Dreamus
2,February,74,down,-26,Cle : LEVANTER,Stray Kids ,5677,13043,Dreamus
2,February,75,down,-69,DEVIL,ONEUS,5587,103601,Kakao Entertainment
2,February,76,down,-22,I am NOT,Stray Kids ,5473,12183,Dreamus
2,February,77,down,-15,SQUARE UP,BLACKPINK,5264,11080,YG PLUS
2,February,78,down,-28,I am WHO,Stray Kids ,5253,12178,Dreamus
2,February,79,down,-32,Eyes wide open,TWICE,5248,12647,Dreamus
2,February,80,down,-36,Cherry Rush,Cherry Bullet,5221,12969,Kakao Entertainment
2,February,81,down,-61,BORDER : DAY ONE,ENHYPEN,5166,29742,"Genie Music, Stone Music Entertainment"
2,February,82,down,-4,SPECIAL ALBUM `DIRECTOR`S CUT`,SEVENTEEN,5059,8728,Kakao Entertainment
2,February,83,new,,NOIR - The 2nd Mini Album (LP),U-KNOW,4847,4847,Dreamus
2,February,84,new,,TRAVEL,MAMAMOO,4796,4796,Kakao Entertainment
2,February,85,down,-84,THE FIRST STEP : TREASURE EFFECT,TREASURE ,4329,271223,YG PLUS
2,February,86,down,-59,Special Album '; [Semicolon]',SEVENTEEN,4295,18524,Dreamus
2,February,87,new,,History Of Kingdom: PartⅠ. Arthur,KINGDOM ,4144,4144,Genie Music
2,February,88,new,,6th Mini Album `REMEMBER ME`,OH MY GIRL,3998,3998,Sony Music
2,February,89,new,,THE FIFTH SEASON,OH MY GIRL,3998,3998,Sony Music
2,February,90,new,,Merry & Happy,TWICE,3994,3979,Dreamus
2,February,91,new,,INSIDE,LUCY,3965,3965,Kakao Entertainment
2,February,92,new,,OH MY GIRL SUMMER PACKAGE (FALL IN LOVE),OH MY GIRL,3956,3956,Sony Music
2,February,93,down,-22,Cle 2 : Yellow Wood,Stray Kids ,3736,8623,Dreamus
2,February,94,down,-62,BEFORE SUNRISE Part. 1,T1419,3540,16922,Sony Music
2,February,95,down,-4,Love poem,IU,3517,6264,Kakao Entertainment
2,February,96,up,86,중독 (Overdose),EXO-K,3461,3979,Dreamus
2,February,97,new,,RED MOON,MAMAMOO,3386,3386,Kakao Entertainment
2,February,98,down,-30,Origine,B1A4,3245,8240,Sony Music
2,February,99,down,-24,Mixtape,Stray Kids ,3073,7365,Dreamus
2,February,100,down,-7,MORE & MORE,TWICE,3058,5629,Dreamus
3,March,1,new,,Bambi - The 3rd Mini Album,BAEKHYUN,591944,591944,Dreamus
3,March,2,new,,The Renaissance - The 10th Album,Super Junior,433065,433065,Dreamus
3,March,3,new,,R,ROSE,394156,394156,YG PLUS
3,March,4,new,,ZERO : FEVER Part.2,ATEEZ ,380711,380711,"Genie Music, Stone Music Entertainment"
3,March,5,new,,5th Album 'LILAC',IU,344018,344018,Kakao Entertainment
3,March,6,new,,Kick Back - The 3rd Mini Album,WayV,226535,226535,Dreamus
3,March,7,down,-6,BE,BTS,118878,907413,Dreamus
3,March,8,new,,LOVE or TAKE,PENTAGON,88552,88552,Kakao Entertainment
3,March,9,down,-7,Don`t Call Me - The 7th Album,SHINee,85784,281449,Dreamus
3,March,10,new,,SET,WOODZ ,79449,79449,"Genie Music, Stone Music Entertainment"
3,March,11,new,,UNNATURAL,WJSN,72214,72214,Kakao Entertainment
3,March,12,new,,R (Kit),ROSE,52158,52158,YG PLUS
3,March,13,new,,SERIES `O` [ROUND 1 : HALL],VERIVERY,49999,49999,"Genie Music, Stone Music Entertainment"
3,March,14,new,,Kick Back - The 3rd Mini Album (Kit),WayV,37788,37788,Dreamus
3,March,15,new,,2nd Mini Album [A Better Tomorrow],DRIPPIN,32423,32423,Kakao Entertainment
3,March,16,up,14,HIDEOUT: BE OUR VOICE - SEASON 3.,CRAVITY,31865,162136,Kakao Entertainment
3,March,17,new,,KILLA - MIRAE 1st Mini Album,MIRAE,30221,30221,Kakao Entertainment
3,March,18,up,29,NCT #127 Neo Zone The Final Round - The 2nd Album Repackage,NCT 127,29994,39958,Dreamus
3,March,19,up,62,BORDER : DAY ONE,ENHYPEN,29332,59074,"Genie Music, Stone Music Entertainment"
3,March,20,up,22,5th Mini Album [YES.],Golden Child,27390,113966,Kakao Entertainment
3,March,21,new,,We play,Weeekly ,25005,25005,Kakao Entertainment
3,March,22,down,-17,1ST MINI ALBUM PART. 2 [Love Synonym #2 : Right for Us],WONHO,24903,104382,Kakao Entertainment
3,March,23,up,1,LOVE YOURSELF 承 `Her`,BTS,23912,65351,Dreamus
3,March,24,up,4,LOVE YOURSELF 轉 `Tear`,BTS,23307,64175,Dreamus
3,March,25,up,2,여신강림 OST,Various Artists,20786,40786,"Genie Music, Stone Music Entertainment"
3,March,26,new,,NCT #127 - The 1st Mini Album,NCT 127,20000,19999,Dreamus
3,March,27,down,-6,Take Over The Moon - Sequel,WayV,19959,44955,Dreamus
3,March,28,up,20,NCT RESONANCE Pt. 1 - The 2nd Album,NCT,19604,29320,Dreamus
3,March,29,down,-3,MAP OF THE SOUL : PERSONA,BTS,19210,63967,Dreamus
3,March,30,new,,Into Violet,PURPLE KISS,18012,18012,Kakao Entertainment
3,March,31,new,,BEFORE SUNRISE Part. 2,T1419,17933,17933,Sony Music
3,March,32,down,-7,MAP OF THE SOUL : 7,BTS,17897,63843,Dreamus
3,March,33,down,-25,ONF: MY NAME,ONF,17873,76232,"Genie Music, Stone Music Entertainment"
3,March,34,up,4,WINGS,BTS,17765,44514,Dreamus
3,March,35,up,5,THE ALBUM,BLACKPINK,17733,96986,YG PLUS
3,March,36,up,1,YOU NEVER WALK ALONE,BTS,16489,43232,Dreamus
3,March,37,down,-24,LOVE YOURSELF 結 `Answer`,BTS,16256,71145,Dreamus
3,March,38,up,8,NCT #127 Neo Zone - The 2nd Album,NCT 127,16010,26130,"Dreamus, Caroline"
3,March,39,new,,We Boom - The 3rd Mini Album (Kit),NCT DREAM,16000,16000,Dreamus
3,March,40,up,1,KILL THIS LOVE,BLACKPINK,15503,34016,YG PLUS
3,March,41,new,,City Lights - The 1st Mini Album,BAEKHYUN,15042,15039,Dreamus
3,March,42,up,33,DEVIL,ONEUS,14771,118372,Kakao Entertainment
3,March,43,down,-32,"4th EP Album `HELLO` Chapter Ø. Hello, Strange Dream",CIX ,14713,64895,Interpark
3,March,44,down,-5,화양연화 pt.2,BTS,13984,36252,Dreamus
3,March,45,up,14,IN生,Stray Kids ,12760,32991,Dreamus
3,March,46,up,14,화양연화 pt.1,BTS,12654,28615,Dreamus
3,March,47,down,-38,IDENTITY : Challenge,WEi,12462,66375,Kakao Entertainment
3,March,48,up,29,SQUARE UP,BLACKPINK,12262,23342,YG PLUS
3,March,49,up,7,GO生,Stray Kids ,12069,30483,Dreamus
3,March,50,down,-17,화양연화 Young Forever,BTS,12054,41859,Dreamus
3,March,51,down,-6,minisode1 : Blue Hour,TXT,12052,32030,Dreamus
3,March,52,new,,PIECES by RAIN,RAIN,11361,11361,Kakao Entertainment
3,March,53,new,,Won`t Forget You,KIM SUNG KYU (김성규),11357,11357,Kakao Entertainment
3,March,54,new,,NCT #127 Neo Zone - The 2nd Album (Kit),NCT 127,11000,11000,Dreamus
3,March,55,new,,NCT #127 Neo Zone The Final Round - The 2nd Album Repackage (Kit),NCT 127,10999,10990,Dreamus
3,March,56,new,,Bucket List,BIG Naughty ,10615,10615,Kakao Entertainment
3,March,57,up,5,"O! RUL8 ,2?",BTS,10242,23722,Dreamus
3,March,58,up,13,2 Cool 4 Skool,BTS,10201,25021,Dreamus
3,March,59,down,-25,3RD ALBUM `An Ode`,SEVENTEEN,10059,42656,Dreamus
3,March,60,new,,깊은 밤의 위로 (LOVE STREAMING),B.I,10000,10000,Dreamus
3,March,61,up,15,I am NOT,Stray Kids ,9998,22181,Dreamus
3,March,62,new,,NCT RESONANCE Pt. 1 - The 2nd Album (Kit),NCT,9990,14940,Dreamus
3,March,63,up,4,7th Mini Album [GATEWAY],ASTRO,9985,17475,Kakao Entertainment
3,March,64,new,,NCT #127 WE ARE SUPERHUMAN - The 4th Mini Album,NCT 127,9969,15877,Dreamus
3,March,65,down,-61,2ND DESIRE [TASTY],KIM WOO SEOK (김우석),9917,93680,Kakao Entertainment
3,March,66,new,,THE INTERSECTION : DISCOVERY,BDC,9851,9851,Kakao Entertainment
3,March,67,down,-6,Dark & Wild,BTS,9718,24356,Dreamus
3,March,68,up,4,SOLO,JENNIE,9688,18727,YG PLUS
3,March,69,up,5,Cle : LEVANTER,Stray Kids ,9466,22509,Dreamus
3,March,70,up,9,Eyes wide open,TWICE,9367,22014,Dreamus
3,March,71,up,7,I am WHO,Stray Kids ,9097,21275,Dreamus
3,March,72,new,,City Lights - The 1st Mini Album (Kihno),BAEKHYUN,9000,8999,Dreamus
3,March,73,new,,영화 `더 박스` OST,Various Artists,8900,8900,Dreamus
3,March,74,down,-1,Cle 1 : MIROH,Stray Kids ,8887,21365,Dreamus
3,March,75,up,10,THE FIRST STEP : TREASURE EFFECT,TREASURE ,8870,280093,YG PLUS
3,March,76,down,-23,Skool Luv Affair,BTS,8633,23378,Dreamus
3,March,77,down,-7,I am YOU,Stray Kids ,8619,21584,Dreamus
3,March,78,new,,Reload (Kit),NCT DREAM,8000,8000,Dreamus
3,March,79,down,-15,꿈의 장: ETERNITY,TXT,7977,20539,Dreamus
3,March,80,down,-30,꿈의 장: MAGIC,TXT,7966,25351,Dreamus
3,March,81,down,-65,ON THE TRACK,J.DON,7869,45783,Kakao Entertainment
3,March,82,new,,"NOW : Where we are, here",GHOST9,7774,7774,Bugs (NHN벅스)
3,March,83,new,,I'm,KIM SEJEONG (김세정),7664,7664,Kakao Entertainment
3,March,84,new,,1st Single Album [THE SPHERE],THE BOYZ,7554,10702,Kakao Entertainment
3,March,85,up,8,Cle 2 : Yellow Wood,Stray Kids ,7318,15941,Dreamus
3,March,86,down,-4,SPECIAL ALBUM `DIRECTOR`S CUT`,SEVENTEEN,7248,15976,Kakao Entertainment
3,March,87,new,,NCT #127 WE ARE SUPERHUMAN - The 4th Mini Album (Kit),NCT 127,6983,6983,Dreamus
3,March,88,up,23,Delight - The 2nd Mini Album,BAEKHYUN,6901,11350,Dreamus
3,March,89,up,30,HEART*IZ,IZ*ONE ,6761,10885,"Genie Music, Stone Music Entertainment"
3,March,90,down,-25,꿈의 장: STAR,TXT,6532,19148,Dreamus
3,March,91,down,-25,7th Mini Album `헹가래`,SEVENTEEN,6369,17548,Dreamus
3,March,92,down,-73,Dystopia : Road to Utopia,Dreamcatcher,6364,126614,Genie Music
3,March,93,up,55,Oneiric Diary (幻想日記),IZ*ONE ,6220,7767,"Genie Music, Stone Music Entertainment"
3,March,94,new,,with HER (LP),CRUSH,6140,6140,Dreamus
3,March,95,new,,3rd MINI ALBUM [THE ONLY],THE BOYZ,5987,8271,Kakao Entertainment
3,March,96,new,,2nd Single Album [Bloom Bloom],THE BOYZ,5985,7973,Kakao Entertainment
