month,month_name,album_rank,rank_change,rank_difference,title,artist,new_sales,cumulative_sales,production
3,March,97,new,,안꿀려,Ciipher,5890,5890,Kakao Entertainment
3,March,98,new,,Light UP,UP10TION,5459,5459,Kakao Entertainment
3,March,99,-,0,Mixtape,Stray Kids ,5403,12768,Dreamus
3,March,100,down,-77,NCT #127 CHERRY BOMB - The 3rd Mini Album,NCT 127,5391,29993,Dreamus
4,April,1,new,,BORDER : CARNIVAL,ENHYPEN,522136,522136,"Genie Music, Stone Music Entertainment"
4,April,2,down,-1,Bambi - The 3rd Mini Album,BAEKHYUN,413523,1005467,Dreamus
4,April,3,new,,All Yours,ASTRO,359031,359031,Kakao Entertainment
4,April,4,new,,YELLOW,KANGDANIEL,318743,318743,Sony Music
4,April,5,new,,GUESS WHO,ITZY ,232570,232570,Dreamus
4,April,6,new,,The 2nd Album 'Romanticize',NU`EST,206188,206188,YG PLUS
4,April,7,new,,Like Water - The 1st Mini Album,WENDY,146609,146609,Dreamus
4,April,8,new,,Atlantis - The 7th Album Repackage,SHINee,118491,118491,Dreamus
4,April,9,new,,PAGE,KANG SEUNG YOON,112202,112202,YG PLUS
4,April,10,new,,The Book of Us : Negentropy - Chaos swallowed up in love,DAY6,110106,110106,Dreamus
4,April,11,new,,Be My Reason,Hwang Chi Yeul (황치열),84596,84596,Kakao Entertainment
4,April,12,down,-9,R,ROSE,73725,467881,YG PLUS
4,April,13,new,,Redd,Whee In,72735,72735,Kakao Entertainment
4,April,14,new,,MO` COMPLETE : HAVE A DREAM,AB6IX ,72146,72146,Warner Music
4,April,15,new,,CITY OF ONF,ONF,62834,62834,"Genie Music, Stone Music Entertainment"
4,April,16,up,57,영화 `더 박스` OST,Various Artists,61171,70071,Dreamus
4,April,17,new,,Instinct Part. 1,OnlyOneOf ,57048,57048,"Genie Music, Stone Music Entertainment"
4,April,18,new,,STAYDOM,STAYC,56198,56198,Kakao Entertainment
4,April,19,new,,SCENE26,LEE JIN HYUK (이진혁),53248,53248,Kakao Entertainment
4,April,20,up,4,LOVE YOURSELF 轉 `Tear`,BTS,50767,114942,YG PLUS
4,April,21,new,,Change,KIM JAE HWAN (김재환),49877,49877,"Genie Music, Stone Music Entertainment"
4,April,22,down,-8,Kick Back - The 3rd Mini Album (Kit),WayV,48448,86236,Dreamus
4,April,23,up,14,LOVE YOURSELF 結 `Answer`,BTS,45056,116201,YG PLUS
4,April,24,down,-1,LOVE YOURSELF 承 `Her`,BTS,43186,108537,YG PLUS
4,April,25,new,,R (LP),ROSE,42814,42814,YG PLUS
4,April,26,down,-19,BE,BTS,42407,949820,YG PLUS
4,April,27,up,2,MAP OF THE SOUL : PERSONA,BTS,42038,106005,YG PLUS
4,April,28,up,10,NCT #127 Neo Zone - The 2nd Album,NCT 127,39632,65762,"Dreamus, Caroline"
4,April,29,down,-23,Kick Back - The 3rd Mini Album,WayV,37012,263547,Dreamus
4,April,30,new,,DISHARMONY : BREAK OUT,P1Harmony,35667,35667,Kakao Entertainment
4,April,31,up,1,MAP OF THE SOUL : 7,BTS,35188,99031,YG PLUS
4,April,32,up,73,NCT #127 Regulate - The 1st Album Repackage,NCT 127,29984,34918,Dreamus
4,April,33,down,-28,5th Album 'LILAC',IU,29804,373822,Kakao Entertainment
4,April,34,up,16,화양연화 Young Forever,BTS,26743,68602,YG PLUS
4,April,35,down,-1,WINGS,BTS,26072,70586,YG PLUS
4,April,36,new,,Temperature of Love,Yoon Jisung (윤지성),26064,26064,"Genie Music, Stone Music Entertainment"
4,April,37,down,-1,YOU NEVER WALK ALONE,BTS,24968,68200,YG PLUS
4,April,38,down,-30,LOVE or TAKE,PENTAGON,24271,112823,Kakao Entertainment
4,April,39,down,-37,The Renaissance - The 10th Album,Super Junior,22416,455481,Dreamus
4,April,40,up,4,화양연화 pt.2,BTS,22216,58468,YG PLUS
4,April,41,new,,Awaken The World - The 1st Album,WayV,19998,19995,Dreamus
4,April,42,new,,NCT #127 Limitless - The 2nd Mini Album,NCT 127,19982,34971,Dreamus
4,April,43,down,-32,UNNATURAL,WJSN,19812,92026,Kakao Entertainment
4,April,44,up,7,minisode1 : Blue Hour,TXT,19308,51338,YG PLUS
4,April,45,down,-41,ZERO : FEVER Part.2,ATEEZ ,19139,399850,"Genie Music, Stone Music Entertainment"
4,April,46,-,0,화양연화 pt.1,BTS,17276,45891,YG PLUS
4,April,47,down,-38,Don`t Call Me - The 7th Album,SHINee,15512,296961,Dreamus
4,April,48,down,-33,2nd Mini Album [A Better Tomorrow],DRIPPIN,15174,47597,Kakao Entertainment
4,April,49,down,-30,BORDER : DAY ONE,ENHYPEN,14974,74048,"Genie Music, Stone Music Entertainment"
4,April,50,new,,LOVE SHOT - The 5th Album Repackage,EXO,14910,14905,Dreamus
4,April,51,up,16,Dark & Wild,BTS,14427,38783,YG PLUS
4,April,52,down,-36,HIDEOUT: BE OUR VOICE - SEASON 3.,CRAVITY,14375,176511,Kakao Entertainment
4,April,53,up,23,Skool Luv Affair,BTS,14146,37524,YG PLUS
4,April,54,new,,The Power Of Music - The 4th Album Repackage (Korean Ver.),EXO,14121,14111,Dreamus
4,April,55,up,2,"O! RUL8 ,2?",BTS,14086,37808,YG PLUS
4,April,56,new,,INTERSECTION : TRACE,BAE173,13600,13600,Kakao Entertainment
4,April,57,up,1,2 Cool 4 Skool,BTS,13567,38588,YG PLUS
4,April,58,down,-13,IN生,Stray Kids ,13427,46418,Dreamus
4,April,59,new,,정규1집 리패키지 XOXO (Kiss Ver.),EXO,13136,13135,Dreamus
4,April,60,new,,THE WAR - The 4th Album (Korean Ver.),EXO,12999,12985,Dreamus
4,April,61,down,-40,We play,Weeekly ,12985,37990,Kakao Entertainment
4,April,62,down,-49,SERIES `O` [ROUND 1 : HALL],VERIVERY,12533,62532,"Genie Music, Stone Music Entertainment"
4,April,63,new,,REVEAL,THE BOYZ,11974,26990,Kakao Entertainment
4,April,64,down,-34,Into Violet,PURPLE KISS,11973,29985,Kakao Entertainment
4,April,65,new,,4th MINI ALBUM [DreamLike],THE BOYZ,11961,25848,Kakao Entertainment
4,April,66,up,31,안꿀려,Ciipher,10855,16745,Kakao Entertainment
4,April,67,up,8,THE FIRST STEP : TREASURE EFFECT,TREASURE ,10814,290907,YG PLUS
4,April,68,new,,LOVE ME RIGHT - The 2nd Album Repackage (Korean Ver.),EXO,10524,10521,Dreamus
4,April,69,new,,Sing For You (Korean Ver.),EXO,10490,10476,Dreamus
4,April,70,new,,XOXO (Kiss Ver.),EXO,10462,10461,Dreamus
4,April,71,new,,`MAMA` EXO-K The 1st Mini Album,EXO-K,10404,10403,Dreamus
4,April,72,new,,LOTTO - The 3rd Album Repackage (Korean Ver.),EXO,10404,10402,Dreamus
4,April,73,new,,Reload,NCT DREAM,10001,23515,Dreamus
4,April,74,new,,PAGE (Kit),KANG SEUNG YOON,10000,10000,YG PLUS
4,April,75,up,5,꿈의 장: MAGIC,TXT,9504,34855,YG PLUS
4,April,76,new,,EXODUS (Korean Ver.),EXO,9484,9468,Dreamus
4,April,77,up,2,꿈의 장: ETERNITY,TXT,9345,29884,YG PLUS
4,April,78,new,,EX’ACT - The 3rd Album (Korean Ver.),EXO,9295,9295,Dreamus
4,April,79,up,25,OBSESSION - The 6th Album,EXO,9187,14158,Dreamus
4,April,80,up,10,꿈의 장: STAR,TXT,9161,28309,YG PLUS
4,April,81,new,,"Universe - 겨울 스페셜 앨범, 2017",EXO,9032,9480,Dreamus
4,April,82,down,-47,THE ALBUM,BLACKPINK,8919,105905,YG PLUS
4,April,83,down,-34,GO生,Stray Kids ,8903,39386,Dreamus
4,April,84,new,,IT'z ME,ITZY ,8819,8721,Dreamus
4,April,85,down,-54,BEFORE SUNRISE Part. 2,T1419,8563,26496,Sony Music
4,April,86,down,-12,Cle 1 : MIROH,Stray Kids ,8547,29912,Dreamus
4,April,87,new,,IT`z ICY,ITZY ,8457,8419,Dreamus
4,April,88,new,,"timeabout,",YUKIKA,8446,8446,YG PLUS
4,April,89,new,,12월의 기적 (Miracles in December) (Korean Ver.),EXO,8193,8192,Dreamus
4,April,90,down,-27,7th Mini Album [GATEWAY],ASTRO,8133,25608,Kakao Entertainment
4,April,91,down,-22,Cle : LEVANTER,Stray Kids ,7751,30260,Dreamus
4,April,92,down,-44,SQUARE UP,BLACKPINK,7604,30946,YG PLUS
4,April,93,up,3,2nd Single Album [Bloom Bloom],THE BOYZ,7284,15257,Kakao Entertainment
4,April,94,down,-33,I am NOT,Stray Kids ,6969,29150,Dreamus
4,April,95,down,-4,7th Mini Album `헹가래`,SEVENTEEN,6951,24499,YG PLUS
4,April,96,down,-37,3RD ALBUM `An Ode`,SEVENTEEN,6900,49556,YG PLUS
4,April,97,up,55,What is Love?,TWICE,6879,17853,Dreamus
4,April,98,new,,Hey Mama! - The 1st Mini Album,EXO-CBX ,6878,6875,Dreamus
4,April,99,down,-59,KILL THIS LOVE,BLACKPINK,6838,40854,YG PLUS
4,April,100,new,,Feel Special,TWICE,6633,17064,Dreamus
5,May,1,new,,맛 (Hot Sauce) - The 1st Album,NCT DREAM,1995091,1995091,Dreamus
5,May,2,new,,혼돈의 장 : FREEZE,TXT,693217,693217,YG PLUS
5,May,3,new,,The Blowing,Highlight,108820,108820,Kakao Entertainment
5,May,4,new,,BINARY CODE,ONEUS,102678,102678,Kakao Entertainment
5,May,5,down,-4,BORDER : CARNIVAL,ENHYPEN,100485,622621,"Genie Music, Stone Music Entertainment"
5,May,6,new,,Advice - The 3rd Mini Album,TAEMIN,99811,99811,Dreamus
5,May,7,down,-2,GUESS WHO,ITZY ,97500,330070,Dreamus
5,May,8,new,,Dear OHMYGIRL,OH MY GIRL,93908,93908,Sony Music
5,May,9,new,,Beautiful Night - The 4th Mini Album,YESUNG,85943,85943,Dreamus
5,May,10,new,,NCT 2018 EMPATHY,NCT,73672,193442,Dreamus
5,May,11,new,,My attitude,WJSN THE BLACK,65994,65994,Kakao Entertainment
5,May,12,new,,We Boom - The 3rd Mini Album,NCT DREAM,64526,124449,Dreamus
5,May,13,up,32,ZERO : FEVER Part.2,ATEEZ ,62968,462818,"Genie Music, Stone Music Entertainment"
5,May,14,new,,NCT RESONANCE Pt. 2 - The 2nd Album (Kit),NCT,59973,114384,Dreamus
5,May,15,new,,NCT #127 WE ARE SUPERHUMAN - The 4th Mini Album (Kit),NCT 127,49991,56984,Dreamus
5,May,16,new,,The First - The 1st Single Album,NCT DREAM,49269,99184,Dreamus
5,May,17,new,,9 WAY TICKET,fromis_9,48962,48962,"Genie Music, Stone Music Entertainment"
5,May,18,HOT,,NCT RESONANCE Pt. 2 - The 2nd Album,NCT,44110,355634,Dreamus
5,May,19,new,,We Go Up - The 2nd Mini Album,NCT DREAM,40008,79970,Dreamus
5,May,20,new,,Last Melody,EVERGLOW ,36983,36983,"Genie Music, Stone Music Entertainment"
5,May,21,new,,NCT #127 Neo Zone - The 2nd Album (Kit),NCT 127,35138,46116,Dreamus
5,May,22,new,,NCT #127 Neo Zone The Final Round - The 2nd Album Repackage (Kit),NCT 127,29793,40769,Dreamus
5,May,23,new,,We Boom - The 3rd Mini Album (Kit),NCT DREAM,26984,42945,Dreamus
5,May,24,down,-16,Atlantis - The 7th Album Repackage,SHINee,26944,145435,Dreamus
5,May,25,new,,Beautiful Night - The 4th Mini Album (TAPE),YESUNG,26439,26439,Dreamus
5,May,26,up,1,MAP OF THE SOUL : PERSONA,BTS,25370,131375,YG PLUS
5,May,27,new,,Take Over The Moon - The 2nd Mini Album,WayV,25098,26526,Dreamus
5,May,28,up,11,The Renaissance - The 10th Album,Super Junior,24682,480163,Dreamus
5,May,29,up,44,Reload,NCT DREAM,24361,47876,Dreamus
5,May,30,-,0,DISHARMONY : BREAK OUT,P1Harmony,24034,59701,Kakao Entertainment
5,May,31,new,,NCT #127 Regular-Irregular - The 1st Album,NCT 127,23787,28347,Dreamus
5,May,32,down,-25,Like Water - The 1st Mini Album,WENDY,23105,169714,Dreamus
5,May,33,new,,RE:BORN,TO1 ,22445,22445,"Genie Music, Stone Music Entertainment"
5,May,34,up,62,3RD ALBUM `An Ode`,SEVENTEEN,20608,70164,YG PLUS
5,May,35,down,-15,LOVE YOURSELF 轉 `Tear`,BTS,20047,134989,YG PLUS
5,May,36,down,-13,LOVE YOURSELF 結 `Answer`,BTS,19489,135690,YG PLUS
5,May,37,down,-6,MAP OF THE SOUL : 7,BTS,18355,117386,YG PLUS
5,May,38,down,-14,LOVE YOURSELF 承 `Her`,BTS,18333,126870,YG PLUS
5,May,39,new,,Ring Ring,Rocket Punch,18203,18203,Kakao Entertainment
5,May,40,down,-25,CITY OF ONF,ONF,15621,78455,"Genie Music, Stone Music Entertainment"
5,May,41,new,,Reload (Kit),NCT DREAM,15362,23351,Dreamus
5,May,42,new,,ㅅ (시옷),Sung Si Kyung (성시경),14980,14980,Kakao Entertainment
5,May,43,up,39,THE ALBUM,BLACKPINK,13227,119132,YG PLUS
5,May,44,down,-26,STAYDOM,STAYC,13199,69397,Kakao Entertainment
5,May,45,down,-11,화양연화 Young Forever,BTS,12681,81283,YG PLUS
5,May,46,down,-17,Kick Back - The 3rd Mini Album,WayV,11950,275497,Dreamus
5,May,47,down,-12,WINGS,BTS,11883,82469,YG PLUS
5,May,48,down,-34,MO` COMPLETE : HAVE A DREAM,AB6IX ,11158,83304,Warner Music
5,May,49,down,-5,minisode1 : Blue Hour,TXT,10936,62274,YG PLUS
5,May,50,new,,CHECK-IN,BLITZERS,10665,10665,Bugs (NHN벅스)
5,May,51,down,-11,화양연화 pt.2,BTS,10364,68832,YG PLUS
5,May,52,down,-3,BORDER : DAY ONE,ENHYPEN,10192,84240,"Genie Music, Stone Music Entertainment"
5,May,53,down,-28,R (LP),ROSE,9704,52518,YG PLUS
5,May,54,up,29,GO生,Stray Kids ,9669,49055,Dreamus
5,May,55,up,44,KILL THIS LOVE,BLACKPINK,9642,50496,YG PLUS
5,May,56,down,-1,"O! RUL8 ,2?",BTS,9591,47399,YG PLUS
5,May,57,down,-11,화양연화 pt.1,BTS,9535,55426,YG PLUS
5,May,58,down,-32,BE,BTS,9496,959316,YG PLUS
5,May,59,new,,WISH,woo!ah! ,9096,9096,Kakao Entertainment
5,May,60,down,-23,YOU NEVER WALK ALONE,BTS,8991,77191,YG PLUS
5,May,61,down,-8,Skool Luv Affair,BTS,8351,45875,YG PLUS
5,May,62,down,-4,IN生,Stray Kids ,8194,54612,Dreamus
5,May,63,down,-6,2 Cool 4 Skool,BTS,7926,46514,YG PLUS
5,May,64,down,-8,INTERSECTION : TRACE,BAE173,7797,21397,Kakao Entertainment
5,May,65,new,,Dry Flower,PENOMECO,7233,7233,Dreamus
5,May,66,up,9,꿈의 장: MAGIC,TXT,6899,41754,YG PLUS
5,May,67,new,,[+ +],LOONA,6850,6850,DANAL Entertainment
5,May,68,down,-17,Dark & Wild,BTS,6725,45508,YG PLUS
5,May,69,down,-50,SCENE26,LEE JIN HYUK (이진혁),6418,59666,Kakao Entertainment
5,May,70,up,21,Cle : LEVANTER,Stray Kids ,6388,36648,Dreamus
5,May,71,up,23,I am NOT,Stray Kids ,5915,35065,Dreamus
5,May,72,up,30,I am YOU,Stray Kids ,5786,33809,Dreamus
5,May,73,down,-6,THE FIRST STEP : TREASURE EFFECT,TREASURE ,5693,296600,YG PLUS
5,May,74,up,21,7th Mini Album `헹가래`,SEVENTEEN,5662,30161,YG PLUS
5,May,75,down,-13,SERIES `O` [ROUND 1 : HALL],VERIVERY,5647,68179,"Genie Music, Stone Music Entertainment"
5,May,76,up,16,SQUARE UP,BLACKPINK,5502,36448,YG PLUS
5,May,77,down,-65,R,ROSE,5146,473027,YG PLUS
5,May,78,down,-45,5th Album 'LILAC',IU,5047,378869,Kakao Entertainment
5,May,79,new,,HAPPEN,Heize,5000,5000,"Genie Music, Stone Music Entertainment"
5,May,80,new,,CONMIGO,TRI.BE,4989,4989,Universal Music
5,May,81,new,,Like Water - The 1st Mini Album (LP),WENDY,4900,4900,Dreamus
5,May,82,down,-21,We play,Weeekly ,4749,42739,Kakao Entertainment
5,May,83,up,61,TREASURE EPILOGUE : Action To Answer,ATEEZ ,4733,16602,"Genie Music, Stone Music Entertainment"
5,May,84,new,,Oneiric Diary (幻想日記),IZ*ONE ,4701,8383,"Genie Music, Stone Music Entertainment"
5,May,85,up,48,3rd MINI ALBUM [THE ONLY],THE BOYZ,4622,16828,Kakao Entertainment
5,May,86,new,,술잔,Hong Ja (홍자),4594,4594,Kakao Entertainment
5,May,87,new,,9컷 (LP),Giriboy,4508,4508,Kakao Entertainment
5,May,88,down,-2,Cle 1 : MIROH,Stray Kids ,4443,34355,Dreamus
5,May,89,down,-9,꿈의 장: STAR,TXT,4401,32710,YG PLUS
5,May,90,down,-79,Be My Reason,Hwang Chi Yeul (황치열),4329,88925,Kakao Entertainment
5,May,91,new,,인생은 나쁜X,BIBI,4257,4257,Kakao Entertainment
5,May,92,new,,Cliche,"Kid Milli, dress",4256,4256,Kakao Entertainment
5,May,93,down,-6,IT`z ICY,ITZY ,4203,12622,Dreamus
5,May,94,down,-17,꿈의 장: ETERNITY,TXT,4044,33928,YG PLUS
5,May,95,down,-48,Don`t Call Me - The 7th Album,SHINee,4016,300977,Dreamus
5,May,96,up,8,I am WHO,Stray Kids ,3967,31417,Dreamus
5,May,97,up,61,5th MINI ALBUM [CHASE],THE BOYZ,3768,14395,Kakao Entertainment
5,May,98,up,2,Feel Special,TWICE,3767,20831,Dreamus
5,May,99,new,,KIMDONGRYUL LIVE 2019 오래된 노래 (LP),KIM DONG RYUL (김동률),3650,3650,Kakao Entertainment
5,May,100,down,-64,Temperature of Love,Yoon Jisung (윤지성),3648,29712,"Genie Music, Stone Music Entertainment"
6,June,1,new,,8th Mini Album `Your Choice`,SEVENTEEN,1391964,1391964,YG PLUS
6,June,2,new,,DON`T FIGHT THE FEELING - Special Album,EXO,1216175,1216175,Dreamus
6,June,3,new,,Hello Future - The 1st Album Repackage,NCT DREAM,869086,869086,Dreamus
6,June,4,new,,Taste of Love,TWICE,522876,522876,Dreamus
6,June,5,new,,One Of A Kind,MONSTA X,305808,305808,Kakao Entertainment
6,June,6,new,,WAW,MAMAMOO,130680,130680,Kakao Entertainment
6,June,7,new,,riBBon,BamBam,103156,103156,Kakao Entertainment
6,June,8,new,,안녕 (Hello) - Special Album,JOY,96142,96142,Dreamus
6,June,9,new,,WATERFALL,B.I,95000,95000,Dreamus
6,June,10,down,-8,혼돈의 장 : FREEZE,TXT,91177,784394,YG PLUS
6,June,11,new,,[&],LOONA,90564,90564,Kakao Entertainment
6,June,12,new,,MUST,2PM,74443,74443,Dreamus
6,June,13,new,,IDENTITY : Action,WEi,73250,73250,Kakao Entertainment
6,June,14,new,,Summer Queen,Brave Girls,71379,71379,Kakao Entertainment
6,June,15,new,,Sneakers,HA SUNG WOON (하성운),62962,62962,Interpark
6,June,16,new,,Fade,Han Seung Woo (한승우),58020,58020,Kakao Entertainment
6,June,17,down,-16,맛 (Hot Sauce) - The 1st Album,NCT DREAM,53951,2049042,Dreamus
6,June,18,new,,Man on the Moon,N.Flying,52974,52974,Kakao Entertainment
6,June,19,new,,CONNECTION,UP10TION,49700,49700,Kakao Entertainment
6,June,20,new,,SIREN : DAWN,A.C.E,39972,39972,Kakao Entertainment
6,June,21,down,-8,ZERO : FEVER Part.2,ATEEZ ,39332,502150,"Genie Music, Stone Music Entertainment"
6,June,22,new,,Point Of View: U,YUGYEOM,38813,38813,"Genie Music, Stone Music Entertainment"
6,June,23,new,,1st EP Album `Bipolar Pt.1 불안의 서`,EPEX ,37427,37427,"Genie Music, Stone Music Entertainment"
6,June,24,new,,BLACKPINK 2021 `THE SHOW` LIVE,BLACKPINK,35000,35000,YG PLUS
6,June,25,new,,TREASURE EP.3 : One To All,ATEEZ ,34017,34008,"Genie Music, Stone Music Entertainment"
6,June,26,new,,TREASURE EP.FIN : All To Action,ATEEZ ,31578,32052,"Genie Music, Stone Music Entertainment"
6,June,27,up,8,LOVE YOURSELF 轉 `Tear`,BTS,29057,164046,YG PLUS
6,June,28,new,,Vanilla,LIGHTSUM,27897,27897,Kakao Entertainment
6,June,29,up,7,LOVE YOURSELF 結 `Answer`,BTS,24018,159708,YG PLUS
6,June,30,new,,안녕 (Hello) - Special Album (TAPE),JOY,23850,23850,Dreamus
6,June,31,down,-5,MAP OF THE SOUL : PERSONA,BTS,23355,154730,YG PLUS
6,June,32,down,-14,NCT RESONANCE Pt. 2 - The 2nd Album,NCT,22222,377856,Dreamus
6,June,33,new,,1st Single Album [Free Pass],DRIPPIN,22206,22206,Kakao Entertainment
6,June,34,up,3,MAP OF THE SOUL : 7,BTS,21308,138694,YG PLUS
6,June,35,down,-29,Advice - The 3rd Mini Album,TAEMIN,21072,120883,Dreamus
6,June,36,new,,ZERO : FEVER Part.1,ATEEZ ,20360,20646,"Genie Music, Stone Music Entertainment"
6,June,37,new,,TREASURE EP.1 : All To Zero,ATEEZ ,20090,20082,"Genie Music, Stone Music Entertainment"
6,June,38,new,,TREASURE EP.2 : Zero To One,ATEEZ ,18655,18652,Genie Music
6,June,39,down,-6,RE:BORN,TO1 ,17516,39961,"Genie Music, Stone Music Entertainment"
6,June,40,down,-2,LOVE YOURSELF 承 `Her`,BTS,17363,144233,YG PLUS
6,June,41,down,-36,BORDER : CARNIVAL,ENHYPEN,13601,636222,"Genie Music, Stone Music Entertainment"
6,June,42,up,5,WINGS,BTS,13584,96053,YG PLUS
6,June,43,up,17,YOU NEVER WALK ALONE,BTS,12933,90124,YG PLUS
6,June,44,up,18,IN生,Stray Kids ,11980,66592,Dreamus
6,June,45,up,10,KILL THIS LOVE,BLACKPINK,11666,62162,YG PLUS
6,June,46,down,-1,화양연화 Young Forever,BTS,11384,92667,YG PLUS
6,June,47,up,4,화양연화 pt.2,BTS,11302,80134,YG PLUS
6,June,48,down,-5,THE ALBUM,BLACKPINK,11124,130256,YG PLUS
6,June,49,new,,NOW : When we are in Love,GHOST9,11040,11040,Bugs (NHN벅스)
6,June,50,up,4,GO生,Stray Kids ,10942,59997,Dreamus
6,June,51,up,7,BE,BTS,10881,970197,YG PLUS
6,June,52,down,-18,3RD ALBUM `An Ode`,SEVENTEEN,10760,80924,YG PLUS
6,June,53,new,,Planet Nine : Alter Ego,ONEWE,10745,10745,Kakao Entertainment
6,June,54,down,-38,The First - The 1st Single Album,NCT DREAM,10389,109573,Dreamus
6,June,55,down,-3,BORDER : DAY ONE,ENHYPEN,10201,94441,"Genie Music, Stone Music Entertainment"
6,June,56,new,,The Classic Album (LP),KIM HO JOONG (김호중),10000,10000,Warner Music
6,June,57,new,,우리家 (LP),KIM HO JOONG (김호중),9996,9996,Kakao Entertainment
6,June,58,down,-1,화양연화 pt.1,BTS,9745,65171,YG PLUS
6,June,59,up,2,Skool Luv Affair,BTS,9730,55605,YG PLUS
6,June,60,down,-43,9 WAY TICKET,fromis_9,9070,58032,"Genie Music, Stone Music Entertainment"
6,June,61,down,-12,minisode1 : Blue Hour,TXT,9054,71328,YG PLUS
6,June,62,new,,One Of A Kind (Kit),MONSTA X,8925,8925,Kakao Entertainment
6,June,63,down,-7,"O! RUL8 ,2?",BTS,8920,56319,YG PLUS
6,June,64,down,-44,Last Melody,EVERGLOW ,8872,45855,"Genie Music, Stone Music Entertainment"
6,June,65,new,,THE INTERSECTION : CONTACT,BDC,8681,8681,Kakao Entertainment
6,June,66,new,,THE OTHER SIDE OF THE MOON,GWSN,8626,8626,Sony Music
6,June,67,new,,ISLAND,ASH ISLAND,8571,8571,"Genie Music, Stone Music Entertainment"
6,June,68,down,-29,Ring Ring,Rocket Punch,8482,26685,Kakao Entertainment
6,June,69,down,-29,CITY OF ONF,ONF,8247,86702,"Genie Music, Stone Music Entertainment"
6,June,70,down,-7,2 Cool 4 Skool,BTS,8131,54645,YG PLUS
6,June,71,down,-3,Dark & Wild,BTS,8028,53536,YG PLUS
6,June,72,down,-61,My attitude,WJSN THE BLACK,7931,73925,Kakao Entertainment
6,June,73,new,,The Volunteers,The Volunteers ,7758,7758,Dreamus
6,June,74,new,,Gatcha!,LUCY,7515,7515,Kakao Entertainment
6,June,75,new,,NCT #127 WE ARE SUPERHUMAN - The 4th Mini Album,NCT 127,7496,23340,Dreamus
6,June,76,new,,NCT #127 Neo Zone - The 2nd Album,NCT 127,7462,73175,"Dreamus, Caroline"
6,June,77,down,-47,DISHARMONY : BREAK OUT,P1Harmony,7449,67150,Kakao Entertainment
6,June,78,down,-8,Cle : LEVANTER,Stray Kids ,7367,44015,Dreamus
6,June,79,down,-3,SQUARE UP,BLACKPINK,7248,43696,YG PLUS
6,June,80,new,,1st Mini Album `VAMOS`,OMEGA X ,7142,7142,Kakao Entertainment
6,June,81,new,,[&] (Kit),LOONA,6736,6736,Kakao Entertainment
6,June,82,down,-34,MO` COMPLETE : HAVE A DREAM,AB6IX ,6497,89801,Warner Music
6,June,83,-,0,TREASURE EPILOGUE : Action To Answer,ATEEZ ,6452,23054,"Genie Music, Stone Music Entertainment"
6,June,84,down,-42,ㅅ (시옷),Sung Si Kyung (성시경),6396,21376,Kakao Entertainment
6,June,85,down,-1,Oneiric Diary (幻想日記),IZ*ONE ,6208,14591,"Genie Music, Stone Music Entertainment"
6,June,86,down,-5,Like Water - The 1st Mini Album (LP),WENDY,6100,11000,Dreamus
6,June,87,down,-14,THE FIRST STEP : TREASURE EFFECT,TREASURE ,5902,302502,YG PLUS
6,June,88,down,-16,I am YOU,Stray Kids ,5857,39666,Dreamus
6,June,89,up,8,5th MINI ALBUM [CHASE],THE BOYZ,5788,20183,Kakao Entertainment
6,June,90,down,-1,꿈의 장: STAR,TXT,5675,38385,YG PLUS
6,June,91,down,-3,Cle 1 : MIROH,Stray Kids ,5641,39996,Dreamus
6,June,92,down,-33,WISH,woo!ah! ,5574,14670,Kakao Entertainment
6,June,93,new,,답장+remastered (LP+CD),KIM DONG RYUL (김동률),5533,5533,Kakao Entertainment
6,June,94,down,-82,We Boom - The 3rd Mini Album,NCT DREAM,5244,129693,Dreamus
6,June,95,up,29,7th Mini Album [GATEWAY],ASTRO,5127,32980,Kakao Entertainment
6,June,96,down,-30,꿈의 장: MAGIC,TXT,5012,46766,YG PLUS
6,June,97,down,-20,R,ROSE,4832,477859,YG PLUS
6,June,98,down,-4,꿈의 장: ETERNITY,TXT,4647,38575,YG PLUS
6,June,99,down,-28,I am NOT,Stray Kids ,4625,39690,Dreamus
6,June,100,new,,오보에,YANGHONGWON (양홍원),4301,4301,Kakao Entertainment
7,July,1,new,,Butter,BTS,2490969,2490969,YG PLUS
